Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Costos,Ingresos,Utilidad Bruta,"Amort, Gastos Fin, Impuestos ",Utilidad Neta,ROS,Margen_Utilidad_Bruta,Rentabilidad_Costos,Rentabilidad_Bruta
2018-06-15,2984,19,24.3,48,1.5,2000,12.5,0.59,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,3108.3333333333335,3087.6712328767126,2785.5412328767125,302.13000000000005,0.09720000000000001,99.3352675456315,1462.2424309392268,14943.64640883978
2018-06-15,2441,20,22.6,51,1.3,2000,11.9,0.06,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2542.7083333333335,2522.0462328767126,2274.8949828767127,247.15125000000003,0.09720000000000001,99.1873979337011,1196.1574309392267,12206.14640883978
2018-06-15,2337,21,21.4,54,1.5,2000,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2434.375,2413.712899543379,2177.091649543379,236.62125000000003,0.09720000000000001,99.15123592476012,1145.1945580110498,11681.837016574586
2018-06-15,2155,22,20.4,54,1.4,2000,10.7,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2244.791666666667,2224.129566210046,2005.935816210046,218.19375000000005,0.09720000000000001,99.0795537615612,1056.0095303867406,10764.295580110498
2018-06-15,1593,23,19.6,55,1.4,2000,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1659.3750000000002,1638.7128995433793,1477.4216495433793,161.29125000000005,0.09720000000000001,98.75482633783076,780.6140055248621,7931.008287292819
2018-06-16,1217,0,19.0,57,1.6,2000,10.2,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1267.7083333333335,1247.0462328767126,1123.8249828767125,123.22125000000003,0.09720000000000001,98.37012190317535,596.3636187845304,6035.428176795581
2018-06-16,1056,1,18.4,59,1.3,2000,10.2,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1100.0,1079.337899543379,972.417899543379,106.92000000000002,0.09720000000000001,98.12162723121628,517.4691712707183,5223.7569060773485
2018-06-16,764,2,17.9,60,0.8,2000,10.0,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,795.8333333333334,775.1712328767123,697.8162328767123,77.355,0.0972,97.40371512586961,374.38110497237574,3751.6574585635362
2018-06-16,518,3,17.4,61,1.2,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,539.5833333333334,518.9212328767123,466.47373287671235,52.447500000000005,0.09720000000000001,96.17073041730575,253.8343093922652,2511.4640883977904
2018-06-16,317,4,16.9,63,1.0,2000,9.8,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,330.20833333333337,309.54623287671234,277.44998287671234,32.096250000000005,0.09720000000000001,93.74270774815263,155.33875690607738,1498.135359116022
2018-06-16,277,5,16.6,65,1.2,2000,9.9,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,288.5416666666667,267.8795662100457,239.8333162100457,28.046250000000004,0.09720000000000001,92.83912763958261,135.7376519337017,1296.4779005524865
2018-06-16,381,6,16.3,66,0.7,2000,9.9,0.05,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,396.875,376.21289954337897,337.63664954337895,38.57625,0.09720000000000001,94.79380145974903,186.70052486187848,1820.7872928176794
2018-06-16,583,7,17.0,60,1.1,1993,9.1,0.47,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,607.2916666666667,586.6295662100457,527.6008162100457,59.02875000000001,0.09720000000000001,96.59766441880683,285.68610497237574,2839.1574585635362
2018-06-16,892,8,18.7,57,1.0,1956,9.9,1.05,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,929.1666666666667,908.5045662100457,818.1895662100457,90.31500000000001,0.09720000000000001,97.7762761840408,437.10464088397794,4396.961325966851
2018-06-16,1144,9,20.4,54,1.5,2000,10.7,1.88,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1191.6666666666667,1171.0045662100458,1055.174566210046,115.83000000000001,0.09720000000000001,98.26611744419964,560.5916022099448,5667.403314917128
2018-06-16,1166,10,21.8,46,0.9,1927,9.6,2.46,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1214.5833333333335,1193.9212328767126,1075.8637328767124,118.05750000000002,0.09720000000000001,98.29883220940341,571.3722099447515,5778.3149171270725
2018-06-16,1330,11,23.4,46,1.6,1954,11.1,2.96,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1385.4166666666667,1364.7545662100458,1230.0920662100457,134.66250000000002,0.09720000000000001,98.50860026779277,651.7367403314919,6605.11049723757
2018-06-16,1525,12,24.8,43,1.2,1943,11.3,3.27,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1588.5416666666667,1567.8795662100458,1413.4733162100458,154.40625000000003,0.09720000000000001,98.6993038401078,747.2921270718233,7588.190607734808
2018-06-16,1704,13,26.2,37,1.2,1936,10.3,3.36,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1775.0000000000002,1754.3378995433793,1581.8078995433793,172.53000000000003,0.09720000000000001,98.8359380024439,835.0070718232045,8490.607734806632
2018-06-16,1783,14,27.1,40,1.8,1779,12.3,3.26,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1857.2916666666667,1836.6295662100458,1656.1008162100459,180.52875000000003,0.09720000000000001,98.88751450149434,873.7192541436466,8888.881215469613
2018-06-16,1861,15,27.8,41,1.6,1851,13.3,2.89,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1938.5416666666667,1917.8795662100458,1729.4533162100458,188.42625,0.0972,98.93414205059882,911.9414088397791,9282.11325966851
2018-06-16,1991,16,28.3,41,2.6,1852,13.7,2.58,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2073.9583333333335,2053.2962328767126,1851.7074828767124,201.58875000000003,0.09720000000000001,99.00373599003737,975.6450000000001,9937.500000000002
2018-06-16,2383,17,28.4,43,2.0,1806,14.6,1.93,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2482.291666666667,2461.629566210046,2220.350816210046,241.27875000000006,0.09720000000000001,99.16761995642652,1167.735828729282,11913.743093922654
2018-06-16,2451,18,28.0,46,2.3,1833,15.2,1.23,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2553.125,2532.462899543379,2284.299149543379,248.16375000000002,0.09720000000000001,99.19071332360848,1201.0577071823204,12256.560773480664
2018-06-16,2475,19,27.2,48,1.4,1994,15.2,0.57,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2578.125,2557.462899543379,2306.869149543379,250.59375000000003,0.09720000000000001,99.19856095198561,1212.8183701657458,12377.555248618784
2018-06-16,2497,20,25.0,60,2.4,1773,16.6,0.1,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2601.041666666667,2580.379566210046,2327.558316210046,252.82125000000005,0.09720000000000001,99.20562208897252,1223.5989779005527,12488.46685082873
2018-06-16,2435,21,23.7,64,1.7,1707,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2536.4583333333335,2515.7962328767126,2269.2524828767127,246.54375000000005,0.09720000000000001,99.18539562881494,1193.2172651933704,12175.897790055249
2018-06-16,1995,22,22.8,69,1.7,1656,16.8,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2078.125,2057.462899543379,1855.469149543379,201.99375,0.09720000000000001,99.00573351186185,977.6051104972377,9957.665745856355
2018-06-16,1615,23,22.1,73,1.6,1180,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1682.2916666666667,1661.6295662100458,1498.1108162100459,163.51875,0.09720000000000001,98.77178845582935,791.3946132596686,8041.919889502763
2018-06-17,1394,0,21.5,76,1.4,1015,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1452.0833333333335,1431.4212328767126,1290.2787328767126,141.14250000000004,0.09720000000000002,98.5770719915096,683.098508287293,6927.762430939228
2018-06-17,929,1,20.9,79,2.0,932,17.1,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,967.7083333333334,947.0462328767123,852.9849828767124,94.06125000000002,0.09720000000000001,97.86484214872377,455.23566298342547,4583.494475138122
2018-06-17,755,2,20.5,76,1.1,994,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,786.4583333333334,765.7962328767123,689.3524828767123,76.44375000000001,0.09720000000000001,97.37276603465482,369.9708563535912,3706.2845303867407
2018-06-17,491,3,19.9,80,1.6,741,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,511.45833333333337,490.79623287671234,441.08248287671233,49.713750000000005,0.09720000000000001,95.96015958485617,240.6035635359116,2375.3453038674033
2018-06-17,304,4,19.4,82,0.9,531,16.2,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,316.6666666666667,296.0045662100457,265.2245662100457,30.780000000000005,0.09720000000000001,93.47512617159339,148.96839779005526,1432.5966850828731
2018-06-17,238,5,19.0,85,0.8,567,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,247.91666666666669,227.25456621004568,203.15706621004568,24.097500000000004,0.09720000000000001,91.66570737884194,116.62657458563537,1099.8618784530388
2018-06-17,324,6,18.9,83,0.3,576,15.9,0.05,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,337.5,316.83789954337897,284.03289954337896,32.805,0.0972,93.87789616100117,158.7689502762431,1533.4254143646408
2018-06-17,475,7,19.6,75,0.9,884,15.0,0.42,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,494.7916666666667,474.1295662100457,426.0358162100457,48.09375000000001,0.09720000000000001,95.82408074981976,232.76312154696134,2294.6823204419893
2018-06-17,715,8,21.1,70,0.3,766,15.4,0.9,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,744.7916666666667,724.1295662100457,651.7358162100456,72.39375000000001,0.09720000000000001,97.22578791071942,350.3697513812155,3504.6270718232045
2018-06-17,944,9,22.5,66,1.2,605,15.8,0.97,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,983.3333333333334,962.6712328767123,867.0912328767123,95.58000000000001,0.09720000000000001,97.89876944508939,462.5860773480664,4659.116022099447
2018-06-17,953,10,23.0,66,1.1,516,16.2,0.83,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,992.7083333333334,972.0462328767123,875.5549828767123,96.49125000000001,0.09720000000000001,97.91861317540858,466.9963259668509,4704.4889502762435
2018-06-17,1146,11,23.6,63,0.7,523,16.1,0.93,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1193.75,1173.087899543379,1057.055399543379,116.03250000000001,0.09720000000000001,98.26914341724643,561.5716574585635,5677.486187845305
2018-06-17,1422,12,24.8,56,0.9,530,15.4,1.57,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1481.25,1460.587899543379,1316.6103995433791,143.97750000000002,0.09720000000000001,98.60509026453192,696.8192817679559,7068.922651933703
2018-06-17,1563,13,25.7,52,1.1,639,15.0,1.81,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1628.1250000000002,1607.4628995433793,1449.2091495433792,158.25375000000003,0.09720000000000001,98.73092665141677,765.9131767955803,7779.765193370167
2018-06-17,1709,14,26.8,44,1.6,760,13.5,2.01,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1780.2083333333335,1759.5462328767126,1586.5099828767125,173.03625000000002,0.09720000000000001,98.83934368412194,837.4572099447515,8515.814917127074
2018-06-17,1979,15,27.3,51,2.6,598,16.2,2.4,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2061.4583333333335,2040.7962328767126,1840.4224828767126,200.37375000000003,0.09720000000000001,98.99769497532309,969.7646685082875,9877.00276243094
2018-06-17,2235,16,26.6,51,2.2,809,15.6,1.27,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2328.125,2307.462899543379,2081.1691495433793,226.29375000000002,0.09720000000000001,99.1125003830713,1095.211740331492,11167.610497237569
2018-06-17,2330,17,25.6,58,3.3,865,16.7,0.66,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2427.0833333333335,2406.4212328767126,2170.5087328767127,235.91250000000002,0.09720000000000001,99.14868598977013,1141.7643646408842,11646.546961325968
2018-06-17,2474,18,25.0,59,3.4,1324,16.4,0.54,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2577.0833333333335,2556.4212328767126,2305.9287328767127,250.49250000000004,0.09720000000000001,99.19823700734212,1212.3283425414365,12372.513812154697
2018-06-17,2481,19,24.2,62,1.9,1225,16.4,0.39,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2584.375,2563.712899543379,2312.511649543379,251.20125000000002,0.09720000000000001,99.2004991358986,1215.7585359116024,12407.803867403316
2018-06-17,2429,20,23.1,67,2.1,1060,16.6,0.03,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2530.2083333333335,2509.5462328767126,2263.6099828767124,245.93625000000003,0.09720000000000001,99.18338343193265,1190.2770994475138,12145.64917127072
2018-06-17,2055,21,22.7,66,0.9,1069,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2140.625,2119.962899543379,1911.8941495433792,208.06875000000002,0.09720000000000001,99.03476319034765,1007.0067679558011,10260.151933701658
2018-06-17,1819,22,22.2,70,0.5,1056,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1894.7916666666667,1874.1295662100458,1689.955816210046,184.17375,0.09720000000000001,98.90953180657746,891.3602486187847,9070.372928176796
2018-06-17,1323,23,21.7,74,1.4,920,16.8,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1378.125,1357.462899543379,1223.509149543379,133.95375,0.09720000000000001,98.50070926391867,648.306546961326,6569.820441988951
2018-06-18,917,0,21.3,74,1.4,963,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,955.2083333333334,934.5462328767123,841.6999828767123,92.84625000000001,0.09720000000000001,97.8369011517605,449.3553314917127,4522.99723756906
2018-06-18,547,1,21.0,74,0.5,990,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,569.7916666666667,549.1295662100457,493.7458162100457,55.38375000000001,0.09720000000000001,96.3737447096241,268.0451104972376,2657.6657458563536
2018-06-18,436,2,20.7,76,0.3,920,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,454.1666666666667,433.5045662100457,389.3595662100457,44.145,0.09720000000000001,95.45054668845043,213.65204419889503,2098.066298342542
2018-06-18,202,3,20.5,77,0.5,865,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,210.41666666666669,189.75456621004568,169.30206621004567,20.452500000000004,0.09720000000000001,90.18038790180388,98.98558011049727,918.3701657458565
2018-06-18,164,4,20.2,78,0.7,884,16.2,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,170.83333333333334,150.17123287671234,133.56623287671232,16.605000000000004,0.09720000000000002,87.9051119278316,80.36453038674036,726.7955801104973
2018-06-18,383,5,20.0,80,0.3,824,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,398.95833333333337,378.29623287671234,339.51748287671234,38.77875000000001,0.09720000000000001,94.82098787510283,187.6805801104973,1830.8701657458564
2018-06-18,779,6,20.0,78,0.4,752,16.0,0.05,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,811.4583333333334,790.7962328767123,711.9224828767124,78.87375000000002,0.09720000000000001,97.45370777428035,381.7315193370166,3827.279005524862
2018-06-18,1590,7,20.6,76,0.5,786,16.2,0.3,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1656.2500000000002,1635.5878995433793,1474.6003995433794,160.98750000000004,0.09720000000000001,98.7524769535625,779.1439226519338,7915.883977900553
2018-06-18,2357,8,22.7,65,0.7,759,15.7,1.05,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2455.2083333333335,2434.5462328767126,2195.8999828767123,238.64625000000004,0.09720000000000001,99.15843799582706,1154.9951104972376,11782.665745856355
2018-06-18,1263,9,24.7,59,1.1,616,16.1,1.8,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1315.625,1294.962899543379,1167.084149543379,127.87875000000001,0.09720000000000001,98.42948405080317,618.9048895027624,6267.334254143647
2018-06-18,822,10,26.1,53,0.9,554,15.7,2.14,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,856.2500000000001,835.5878995433791,752.3603995433791,83.22750000000002,0.09720000000000001,97.58690797586908,402.8027071823205,4044.0607734806636
2018-06-18,915,11,27.3,45,2.4,846,14.3,2.84,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,953.1250000000001,932.4628995433791,839.819149543379,92.64375000000003,0.09720000000000001,97.83217306684632,448.37527624309405,4512.914364640884
2018-06-18,988,12,28.4,45,2.2,649,15.3,2.92,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1029.1666666666667,1008.5045662100457,908.4695662100457,100.03500000000001,0.09720000000000001,97.99234651433642,484.1472928176796,4880.939226519337
2018-06-18,938,13,29.4,42,1.7,689,15.1,3.1,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,977.0833333333334,956.4212328767123,861.4487328767124,94.97250000000001,0.09720000000000001,97.88532873791512,459.64591160221,4628.867403314917
2018-06-18,997,14,29.8,36,2.0,1382,13.1,2.63,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1038.5416666666667,1017.8795662100457,916.9333162100456,100.94625000000002,0.09720000000000001,98.01046976546075,488.55754143646413,4926.312154696133
2018-06-18,1177,15,30.5,34,2.8,1590,12.8,2.87,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1226.0416666666667,1205.3795662100458,1086.2083162100457,119.17125000000001,0.09720000000000001,98.31473097380152,576.7625138121548,5833.770718232045
2018-06-18,1401,16,30.5,34,2.9,1830,12.8,2.51,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1459.375,1438.712899543379,1296.8616495433791,141.85125000000002,0.09720000000000001,98.58418155329363,686.5287016574587,6963.052486187846
2018-06-18,2040,17,29.5,36,3.7,1786,12.8,1.94,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2125.0,2104.337899543379,1897.7878995433791,206.55,0.09720000000000001,99.0276658608649,999.6563535911603,10184.53038674033
2018-06-18,746,18,29.2,35,2.7,1900,12.1,1.27,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,777.0833333333334,756.4212328767123,680.8887328767123,75.53250000000001,0.09720000000000001,97.34107018252598,365.5606077348067,3660.911602209945
2018-06-18,1557,19,28.1,38,2.6,2000,12.4,0.63,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1621.8750000000002,1601.2128995433793,1443.5666495433793,157.64625000000004,0.09720000000000001,98.72603619535285,762.9730110497239,7749.516574585637
2018-06-18,2515,20,25.7,43,2.1,2000,12.1,0.12,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2619.791666666667,2599.129566210046,2344.485816210046,254.64375000000004,0.09720000000000001,99.21130749748087,1232.4194751381217,12579.212707182322
2018-06-18,1702,21,23.8,48,2.0,2000,12.1,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1772.9166666666667,1752.2545662100458,1579.9270662100457,172.32750000000001,0.09720000000000001,98.8345701270061,834.0270165745857,8480.524861878454
2018-06-18,1373,22,22.9,56,1.3,1927,13.6,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1430.2083333333335,1409.5462328767126,1270.5299828767124,139.01625,0.0972,98.55530834389249,672.8079281767957,6821.892265193371
2018-06-18,1732,23,22.3,59,1.1,1892,13.8,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1804.1666666666667,1783.5045662100458,1608.1395662100458,175.365,0.0972,98.8547565566769,848.7278453038675,8631.767955801106
2018-06-19,1055,0,21.5,63,1.0,1740,14.1,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1098.9583333333335,1078.2962328767126,971.4774828767125,106.81875000000002,0.09720000000000001,98.11984678309422,516.9791436464089,5218.715469613261
2018-06-19,766,1,20.9,66,0.8,1528,14.3,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,797.9166666666667,777.2545662100457,699.6970662100457,77.55750000000002,0.09720000000000001,97.41049393755141,375.3611602209946,3761.740331491713
2018-06-19,527,2,20.2,71,1.2,1414,14.7,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,548.9583333333334,528.2962328767123,474.93748287671235,53.35875000000001,0.09720000000000001,96.23612591302539,258.2445580110498,2556.837016574586
2018-06-19,369,3,19.9,69,1.4,1179,14.0,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,384.375,363.71289954337897,326.351649543379,37.361250000000005,0.09720000000000001,94.62449419014737,180.82019337016578,1760.2900552486187
2018-06-19,268,4,19.7,73,1.6,848,14.7,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,279.1666666666667,258.5045662100457,231.36956621004572,27.135000000000005,0.09720000000000001,92.59865058270293,131.32740331491715,1251.1049723756907
2018-06-19,317,5,19.4,77,0.8,831,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,330.20833333333337,309.54623287671234,277.44998287671234,32.096250000000005,0.09720000000000001,93.74270774815263,155.33875690607738,1498.135359116022
2018-06-19,746,6,19.1,75,0.4,1039,14.5,0.08,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,777.0833333333334,756.4212328767123,680.8887328767123,75.53250000000001,0.09720000000000001,97.34107018252598,365.5606077348067,3660.911602209945
2018-06-19,1616,7,19.9,72,0.6,840,14.6,0.32,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1683.3333333333335,1662.6712328767126,1499.0512328767124,163.62000000000003,0.09720000000000001,98.77254848772549,791.8846408839781,8046.961325966852
2018-06-19,2430,8,21.1,66,1.0,797,14.4,0.62,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2531.25,2510.587899543379,2264.550399543379,246.03750000000002,0.09720000000000001,99.18371948813349,1190.7671270718233,12150.690607734807
2018-06-19,1381,9,22.4,62,0.9,761,14.7,0.93,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1438.5416666666667,1417.8795662100458,1278.0533162100458,139.82625000000002,0.09720000000000001,98.56367730352237,676.7281491712707,6862.223756906079
2018-06-19,937,10,23.7,56,1.6,1074,14.3,1.34,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,976.0416666666667,955.3795662100457,860.5083162100457,94.87125000000002,0.09720000000000001,97.88307188491396,459.15588397790066,4623.825966850829
2018-06-19,1014,11,24.6,53,1.4,1472,14.3,1.67,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1056.25,1035.587899543379,932.9203995433791,102.6675,0.09720000000000001,98.04382480884061,496.88801104972373,5012.016574585636
2018-06-19,1224,12,25.8,48,1.5,1487,13.9,2.31,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1275.0,1254.337899543379,1130.407899543379,123.93,0.09720000000000001,98.3794431014415,599.7938121546962,6070.7182320442
2018-06-19,1230,13,26.6,46,2.9,1482,14.0,2.31,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1281.25,1260.587899543379,1136.0503995433792,124.53750000000001,0.09720000000000001,98.38734825704421,602.7339779005525,6100.96685082873
2018-06-19,1258,14,27.2,44,2.9,1377,13.8,2.59,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1310.4166666666667,1289.7545662100458,1162.3820662100459,127.37250000000002,0.09720000000000001,98.42324193653768,616.4547513812155,6242.127071823205
2018-06-19,1363,15,26.7,42,2.6,1634,12.7,1.89,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1419.7916666666667,1399.1295662100458,1261.1258162100457,138.00375000000003,0.09720000000000001,98.54470899205018,667.9076519337018,6771.477900552488
2018-06-19,1700,16,26.1,46,3.0,1728,13.5,1.55,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1770.8333333333335,1750.1712328767126,1578.0462328767126,172.12500000000003,0.09720000000000001,98.83319903303787,833.046961325967,8470.441988950277
2018-06-19,2328,17,25.1,51,2.4,1714,14.2,1.15,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2425.0,2404.337899543379,2168.627899543379,235.71,0.09720000000000001,99.14795462034553,1140.7843093922652,11636.46408839779
2018-06-19,3556,18,24.1,57,2.9,1301,15.0,0.56,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,3704.166666666667,3683.504566210046,3323.459566210046,360.0450000000001,0.09720000000000001,99.44219301354454,1742.5382320441993,17827.348066298346
2018-06-19,2809,19,23.3,59,2.6,1214,14.8,0.28,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2926.041666666667,2905.379566210046,2620.968316210046,284.41125000000005,0.09720000000000001,99.293854879375,1376.487596685083,14061.395027624312
2018-06-19,2525,20,22.4,62,2.2,1041,14.7,0.05,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2630.2083333333335,2609.5462328767126,2353.8899828767126,255.65625000000003,0.09720000000000001,99.21443103214432,1237.3197513812156,12629.627071823204
2018-06-19,2378,21,21.6,66,2.4,962,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2477.0833333333335,2456.4212328767126,2215.6487328767125,240.77250000000004,0.09720000000000001,99.16586978812633,1165.285690607735,11888.535911602212
2018-06-19,2096,22,20.8,71,2.1,800,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,2183.3333333333335,2162.6712328767126,1950.4512328767125,212.22000000000003,0.09720000000000001,99.05364425389523,1027.0979005524862,10466.850828729283
2018-06-19,1456,23,20.1,73,1.9,771,15.1,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1516.6666666666667,1496.0045662100458,1348.5845662100458,147.42000000000002,0.09720000000000001,98.63766370615686,713.4802209944752,7240.331491712707
2018-06-20,1030,0,19.7,71,2.0,1330,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,1072.9166666666667,1052.2545662100458,947.9670662100458,104.28750000000002,0.09720000000000001,98.0742119962761,504.7284530386741,5092.679558011051
2018-06-20,803,1,19.6,73,1.4,958,14.6,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,836.4583333333334,815.7962328767123,734.4924828767123,81.30375000000001,0.09720000000000001,97.5298111533803,393.49218232044205,3948.2734806629837
2018-06-20,576,2,19.6,78,0.8,662,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,600.0,579.337899543379,521.0178995433789,58.32000000000001,0.09720000000000001,96.55631659056316,282.25591160221,2803.8674033149173
2018-06-20,340,3,19.4,79,0.8,563,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,354.1666666666667,333.5045662100457,299.0795662100457,34.425000000000004,0.09720000000000001,94.16599516518937,166.60939226519338,1614.0883977900553
2018-06-20,249,4,19.1,82,1.5,471,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,259.375,238.712899543379,213.501649543379,25.211250000000003,0.09720000000000001,92.03388898057986,122.01687845303869,1155.3176795580112
2018-06-20,336,5,19.1,83,2.0,457,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,350.0,329.33789954337897,295.317899543379,34.02,0.09720000000000001,94.0965427266797,164.6492817679558,1593.9226519337017
2018-06-20,714,6,19.4,83,1.6,448,16.4,0.03,0.0,0.0,Summer,No Holiday,Yes,20.662100456621005,743.75,723.087899543379,650.795399543379,72.2925,0.09720000000000001,97.22190245961397,349.8797237569061,3499.5856353591157
